img_pth,img_name,source
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003EE_210817134507_tr.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003EE_210817134507_tr.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003GY_210817134859_bl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003GY_210817134859_bl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003GY_210817134859_br.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003GY_210817134859_br.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003GY_210817134859_l.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003GY_210817134859_l.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003GY_210817134859_r.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003GY_210817134859_r.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003GY_210817134859_tl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003GY_210817134859_tl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003GY_210817134859_tr.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003GY_210817134859_tr.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HA_210817135434_bl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HA_210817135434_bl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HA_210817135434_br.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HA_210817135434_br.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HA_210817135434_l.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HA_210817135434_l.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HA_210817135434_r.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HA_210817135434_r.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HA_210817135434_tl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HA_210817135434_tl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HA_210817135434_tr.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HA_210817135434_tr.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HF_210817135200_bl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HF_210817135200_bl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HF_210817135200_br.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HF_210817135200_br.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HF_210817135200_l.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HF_210817135200_l.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HF_210817135200_r.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HF_210817135200_r.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HF_210817135200_tl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HF_210817135200_tl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HF_210817135200_tr.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HF_210817135200_tr.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HK_210817134658_bl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HK_210817134658_bl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HK_210817134658_br.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HK_210817134658_br.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HK_210817134658_l.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HK_210817134658_l.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HK_210817134658_r.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HK_210817134658_r.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HK_210817134658_tl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HK_210817134658_tl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HK_210817134658_tr.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003HK_210817134658_tr.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003JE_210817134210_bl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003JE_210817134210_bl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003JE_210817134210_br.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003JE_210817134210_br.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003JE_210817134210_l.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003JE_210817134210_l.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003JE_210817134210_r.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003JE_210817134210_r.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003JE_210817134210_tl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003JE_210817134210_tl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003JE_210817134210_tr.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003JE_210817134210_tr.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003T2_210817135245_bl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003T2_210817135245_bl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003T2_210817135245_br.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003T2_210817135245_br.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003T2_210817135245_l.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003T2_210817135245_l.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003T2_210817135245_r.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003T2_210817135245_r.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003T2_210817135245_tl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003T2_210817135245_tl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003T2_210817135245_tr.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003T2_210817135245_tr.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003TM_210817132328_bl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003TM_210817132328_bl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003TM_210817132328_br.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003TM_210817132328_br.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003TM_210817132328_l.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003TM_210817132328_l.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003TM_210817132328_r.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003TM_210817132328_r.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003TM_210817132328_tl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003TM_210817132328_tl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003TM_210817132328_tr.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218AL2021081000000100003TM_210817132328_tr.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218BL2021081100000100004FC_210817133833_bl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218BL2021081100000100004FC_210817133833_bl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218BL2021081100000100004FC_210817133833_br.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218BL2021081100000100004FC_210817133833_br.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218BL2021081100000100004FC_210817133833_l.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218BL2021081100000100004FC_210817133833_l.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218BL2021081100000100004FC_210817133833_r.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218BL2021081100000100004FC_210817133833_r.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218BL2021081100000100004FC_210817133833_tl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218BL2021081100000100004FC_210817133833_tl.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218BL2021081100000100004FC_210817133833_tr.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218BL2021081100000100004FC_210817133833_tr.jpg,Berlin2
/dfs/data/aiszgroup/lishizhen/total/incremental/patch/Berlin2/Berlin2_0817/Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218BL2021081100000100004H1_210817141136_bl.jpg,Berlin-slim_MP_A1_LDA1_8S%SS58D18427%-VB2011121HGR218BL2021081100000100004H1_210817141136_bl.jpg,Berlin2
